IPEDSID,NAME,LADDR,LADDR2,LCITY,LSTATE,LZIP,LZIP4,COUNTRY,PHONE,STFIPS,COFIPS,LAT,LON,SECTOR,LEVEL,INST_TYPE,NAICS_CODE,NAICS_DESC,HI_OFFER,DEG_GRANT,LOCALE,STATUS,CLOSE_DATE,MERGE_ID,ALIAS,SIZE_SET,INST_SIZE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,HOUSING,DORM_CAP,FTE,NCES_URL,SCHOOL_URL,SHELTER_ID,LAST_UPDAT
447777,TechSkills of Sacramento,1215 Howe Ave Suite 101,,Sacramento,CA,95825,,US,9166499600,06,06067,38.58778396000,-121.41576694000,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,60,15,75,2,0,18,http://nces.ed.gov/GLOBALLOCATOR/,www.techskills-sac.com,,2010/09/08
449427,California Institute of the Healing Arts and Sciences,"2377 Gold Meadow Way, Suite 100",,Gold River,CA,95670,,US,9164841700,06,06067,38.62185974400,-121.26063368200,9,3,3,611519,Other Technical and Trade Schools,0,2,13,A,-2,-2,,-3,-1,0,0,0,0,0,2,http://nces.ed.gov/GLOBALLOCATOR/,www.californiainstitute.net/,,2010/09/07
450094,The Art Institute of California-Sacramento,2850 Gateway Oaks Dr-Ste 100,,Sacramento,CA,95833,,US,8004771957,06,06067,38.62210960300,-121.51908281200,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,-3,1,40,94,134,2,0,35,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/08
450447,International Academy of Design and Technology,2450 Del Paso Road-St 250,,Sacramento,CA,95834,,US,9162859468,06,06067,38.65536170300,-121.52116836500,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,41,A,-2,-2,,-3,1,45,441,486,2,0,32,http://nces.ed.gov/GLOBALLOCATOR/,www.iadtsacramento.com,,2010/09/08
450702,Western Career College-Citrus Heights,7301 Greenback Lane-Ste A,,Citrus Heights,CA,95621,,US,9167228200,06,06067,38.67998304900,-121.29421021800,6,2,3,611210,Junior Colleges,40,1,21,A,-2,-2,,-3,1,0,774,774,2,0,50,http://nces.ed.gov/GLOBALLOCATOR/,www.westerncollege.edu,,2010/09/07
452036,Kitchen Academy,"2450 Del Paso Rd, Ste 150",,Sacramento,CA,95834,,US,91683062206230,06,06067,38.65536170300,-121.52116836500,9,3,3,611519,Other Technical and Trade Schools,0,2,-3,N,-2,-2,,-3,1,0,337,337,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.kitchenacademy.com,,2010/09/08
430591,American College of Traditional Chinese Medicine,455 Arkansas St,,San Francisco,CA,94107,,US,4152827600,06,06075,37.76050300000,-122.39824200000,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,A,-2,-2,ACTCM,-2,1,76,216,292,2,0,92,http://nces.ed.gov/GLOBALLOCATOR/,www.actcm.edu,,2010/01/15
440819,Miami Ad School-San Francisco,415 Jackson Street,,San Francisco,CA,94111,,US,4158370966,06,06075,37.79671954200,-122.40206950600,6,2,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,107,107,2,0,7,http://nces.ed.gov/GLOBALLOCATOR/,www.miamiadschool.com,,2010/09/08
437219,ITT Technical Institute-Lathrop,16916 S. Harlan Rd,,Lathrop,CA,95330,,US,2098580077,06,06077,37.80942249500,-121.29437740600,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,41,A,-2,-2,,2,1,176,596,772,2,0,82,http://nces.ed.gov/GLOBALLOCATOR/,www.itt-tech.edu,,2010/09/07
450696,Western Career College-Stockton,1313 W. Robinhood Drive-Ste B,,Stockton,CA,95207,,US,2099561240,06,06077,37.99899165300,-121.32319936200,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,,-3,1,0,439,439,2,0,38,http://nces.ed.gov/GLOBALLOCATOR/,www.westerncollege.edu,,2010/09/08
447810,CSI Career College,611 Orange Dr Ste K,,Vacaville,CA,95687,,US,7074550557,06,06095,38.37854848700,-121.94560555900,6,2,3,611519,Other Technical and Trade Schools,0,2,23,A,-2,-2,,-3,1,4,288,292,2,0,27,http://nces.ed.gov/GLOBALLOCATOR/,csicollege.edu,,2010/09/08
454546,Milan Institute of Cosmetology,934 Missouri St,,Fairfield,CA,94533,,US,7074252288,06,06095,38.24844767200,-122.04549984500,9,3,3,611511,Cosmetology and Barber Schools,0,2,-3,N,-2,-2,,-3,1,0,122,122,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.milaninstitute.edu,,2010/09/07
446093,Cambridge Junior College,990-A Klamath Lane,,Yuba City,CA,95993,,US,5306749199,06,06101,39.13994039400,-121.65222689700,6,2,3,611210,Junior Colleges,40,1,13,A,-2,-2,,-3,1,0,141,141,2,0,10,http://nces.ed.gov/GLOBALLOCATOR/,cambridge.edu,,2010/09/08
441186,San Diego State University-Imperial Valley Campus,720 Heber Ave,,Calexico,CA,92231,,US,7607685500,06,06025,32.67236126000,-115.49271787400,1,1,1,611310,"Colleges, Universities, and Professional Schools",20,1,31,A,-2,-2,,6,1,376,595,971,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.ivcampus.sdsu.edu,,2010/09/07
443429,California College of Vocational Careers,2822 F St - Ste L,,Bakersfield,CA,93301,,US,6613236791,06,06029,35.38544254400,-119.02309368300,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,California College of Medical Assisting/CCVC/Calif. College of Voc. Careers,-3,1,0,52,52,2,0,10,http://nces.ed.gov/GLOBALLOCATOR/,www.cacvc.com,,2010/09/07
447102,Kaplan College-Bakersfield,1914 Wible Road,,Bakersfield,CA,93304,,US,6618366300,06,06029,35.33733891100,-119.03793961400,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,,-3,1,0,645,645,2,0,47,http://nces.ed.gov/GLOBALLOCATOR/,getinfo.kaplancollege.com/KaplanCollegePortal/KaplanCollegeCampuses/California/Bakersfield/,,2010/09/07
423980,California School of Culinary Arts,521 East Green Street,,Pasadena,CA,91101,,US,6262291300,06,06037,34.14494092100,-118.13916889100,6,2,3,611210,Junior Colleges,40,1,12,A,-2,-2,CSCA,2,2,10,1985,1995,2,0,209,http://nces.ed.gov/GLOBALLOCATOR/,www.csca.edu,,2010/09/08
424424,Kaplan College,14355 Roscoe Blvd,,Panorama City,CA,91402,4222,US,8186723000,06,06037,34.22244382100,-118.44623162400,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,,1,1,0,260,260,2,0,28,http://nces.ed.gov/GLOBALLOCATOR/,www.kc-panoramacity.com,,2010/09/08
430980,Everest College-Torrance,1231 Cabrillo Ave Ste 201,,Torrance,CA,90501,,US,3103203200,06,06037,33.83571175600,-118.31526683400,9,3,3,611519,Other Technical and Trade Schools,0,2,12,A,-2,-2,,-3,1,0,87,87,2,0,19,http://nces.ed.gov/GLOBALLOCATOR/,www.everest.edu/campus/torrance,,2010/09/08
433004,American University of Health Sciences,3501 Atlantic Ave.,,Long Beach,CA,90807,,US,5629882278112,06,06037,33.82026688300,-118.18531802400,3,1,3,611310,"Colleges, Universities, and Professional Schools",20,1,11,A,-2,-2,,-3,1,34,40,74,2,0,31,http://nces.ed.gov/GLOBALLOCATOR/,auhs.edu,,2010/09/07
434317,Clarita Career College,27125 Sierra Hwy Ste 329,,Canyon Country,CA,91351,,US,6612521864,06,06037,34.40832649800,-118.46200741800,9,3,3,611519,Other Technical and Trade Schools,0,2,22,A,-2,-2,,-3,1,0,193,193,2,0,77,http://nces.ed.gov/GLOBALLOCATOR/,claritacareercollege.com,,2010/09/07
436429,Los Angeles Film School,6363 Sunset Blvd,,Hollywood,CA,90028,7318,US,8779523456,06,06037,34.09821417700,-118.32827046200,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,LA Film School,-3,1,0,381,381,2,0,150,http://nces.ed.gov/GLOBALLOCATOR/,www.lafilm.com,,2010/09/07
437662,ICDC College,5422 Sunset Blvd.,,Los Angeles,CA,90027,,US,3234680404,06,06037,34.09707521800,-118.30780914800,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,2,50,1700,1750,2,0,151,http://nces.ed.gov/GLOBALLOCATOR/,www.icdccollege.com,,2010/09/07
437884,Intercoast Colleges,"175 East Olive Avenue, 3rd Floor",,Burbank,CA,91502,,US,8185008400,06,06037,34.18080526000,-118.30915321600,9,3,3,611519,Other Technical and Trade Schools,0,2,12,A,-2,-2,,-3,1,0,68,68,2,0,15,http://nces.ed.gov/GLOBALLOCATOR/,INTERCOASTCOLLEGES.COM,,2010/09/07
439367,Community Based Education and Development DBA CBD College,5724 W. Third Street # 314,,Los Angeles,CA,90036,,US,3239377772,06,06037,34.06865017500,-118.34488678100,5,2,2,611210,Junior Colleges,40,1,11,A,-2,-2,,-3,1,0,95,95,2,0,43,http://nces.ed.gov/GLOBALLOCATOR/,www.cbd.edu,,2010/09/07
439871,PCI College,17215 Studebaker Rd #310,,Cerritos,CA,90703,,US,5629165055,06,06037,33.87475043000,-118.10016887200,9,3,3,611519,Other Technical and Trade Schools,0,2,13,A,-2,-2,,-3,1,0,155,155,2,0,13,http://nces.ed.gov/GLOBALLOCATOR/,www.pci-ed.com,,2010/09/07
439905,St. Francis Career College,3680 E. Imperial Highway,,Lynwood,CA,90262,,US,3109008050,06,06037,33.93191883200,-118.20118164400,8,3,2,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,,-3,1,0,271,271,2,0,47,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/08
440031,Keck Graduate Institute,535 Watson Dr,,Claremont,CA,91711,,US,9096077855,06,06037,34.09332884600,-117.72351019700,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,21,A,-2,-2,KGI | Keck | Keck Graduate Institute of Applied Life Sciences,18,1,8,87,95,2,0,88,http://nces.ed.gov/GLOBALLOCATOR/,www.kgi.edu,,2010/09/07
441229,West Coast Ultrasound Institute,291 S La Cienega Blvd Ste 500,,Beverly Hills,CA,90211,,US,3102895123,06,06037,34.06316600000,-118.37616100000,6,2,3,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,,-3,1,0,492,492,2,0,69,http://nces.ed.gov/GLOBALLOCATOR/,WCUI.edu,,2010/01/15
441238,City of Hope Graduate School of Biological Sciences,1500 E. Duarte Rd.,,Duarte,CA,91010,3000,US,626256467362479,06,06037,34.12904848200,-117.97279058900,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,21,A,-2,-2,,-2,1,0,69,69,2,0,79,http://nces.ed.gov/GLOBALLOCATOR/,gradschool.coh.org,,2010/09/07
442204,United Beauty College Inc,10229 Lower Azusa Road,,Temple City,CA,91780,,US,6264430900,06,06037,34.09181307100,-118.04362104800,9,3,3,611511,Cosmetology and Barber Schools,0,2,21,A,-2,-2,,-3,1,19,55,74,2,0,10,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/08
442985,California Healing Arts College,"12217 Santa Monica Blvd, Suite 206",,Los Angeles,CA,90025,,US,3108267622,06,06037,34.03997500000,-118.46475600000,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,31,31,2,0,17,http://nces.ed.gov/GLOBALLOCATOR/,www.chac.edu,,2010/01/15
443207,NTMA Training Centers of Southern California,"13230 Firestone Blvd., Unit A",,Santa Fe Springs,CA,90670,,US,56240442950,06,06037,33.89494056500,-118.05044026300,8,3,2,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,NTMA |LA/NTMA Training Centers |NTMA Training Centers |Training Centers of Southern California |Los Angeles Chapter National Tooling & Machining Association Training Center Trust,-3,1,0,286,286,2,0,67,http://nces.ed.gov/GLOBALLOCATOR/,www.trainingcenters.org,,2010/09/08
443331,West Coast University,4021 Rosewood Ave,,Los Angeles,CA,90004,,US,8775054928,06,06037,34.07929462900,-118.29252697700,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,1,2,261,603,864,2,0,62,http://nces.ed.gov/GLOBALLOCATOR/,www.westcoastuniversity.edu,,2010/09/07
443517,Universal College of Beauty Inc,718 West Compton Blvd,,Compton,CA,90220,,US,3232991737,06,06037,33.89570782700,-118.23635006000,9,3,3,611511,Cosmetology and Barber Schools,0,2,13,A,-2,-2,,-3,1,0,15,15,2,0,2,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/07
443571,Intercoast Colleges,1400 W. West Covina Pkwy-2nd Floor,,West Covina,CA,91790,,US,6263376800,06,06037,34.06884122900,-117.93866300600,9,3,3,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,,-3,1,0,74,74,2,0,11,http://nces.ed.gov/GLOBALLOCATOR/,intercoastcolleges.com,,2010/09/08
443863,Gemological Institute of America-Los Angeles,"600 Corporate Pointe, Suite 100",,Culver City,CA,90230,7616,US,3106702100,06,06037,33.98844324200,-118.38601468700,8,3,2,611519,Other Technical and Trade Schools,0,2,21,D,11/14/2008,-2,,-3,-2,0,0,0,0,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.gia.edu,,2010/09/07
444325,ATI College,12440 Firestone Blvd Ste 2001,,Norwalk,CA,90650,,US,562864050610,06,06037,33.90494228700,-118.06841198000,9,3,3,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,,-3,1,56,106,162,2,0,24,http://nces.ed.gov/GLOBALLOCATOR/,www.ati.edu,,2010/09/08
444343,Advanced College,13180 Paramount Blvd.,,South Gate,CA,90280,,US,5624086969,06,06037,33.91538258300,-118.15793963800,6,2,3,611210,Junior Colleges,40,1,21,A,-2,-2,,-3,1,0,147,147,2,0,26,http://nces.ed.gov/GLOBALLOCATOR/,www.advancedcollege.edu,,2010/09/08
444510,CES College,"3251 West 6th Street, Suite 202",,Los Angeles,CA,90020,5020,US,2133815220,06,06037,34.06392373200,-118.29316104000,8,3,2,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,-1,5,21,26,2,0,10,http://nces.ed.gov/GLOBALLOCATOR/,eduinla.com,,2010/09/07
444741,Liberty Training Institute,2706 Wilshire Blvd,,Los Angeles,CA,90057,,US,2133839545,06,06037,34.06091454400,-118.28297662900,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,150,150,2,0,11,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/07
445106,Brooks College,,,,CA,,,US,,06,06037,33.79013900000,-118.14183700000,6,2,3,611210,Junior Colleges,-3,-3,12,D,06/30/2008,-2,,1,-2,0,0,0,0,0,34,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/01/15
446118,Career Care Institute,43770 Fifteenth St W Ste 115,,Lancaster,CA,93534,,US,6619426204,06,06037,34.67823644500,-118.15637981200,9,3,3,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,,-3,1,0,337,337,2,0,38,http://nces.ed.gov/GLOBALLOCATOR/,www.careercareinstitute.com,,2010/09/07
446358,Ladera Career Paths Training Centers,6820 La Tijera Blvd Ste 217,,Los Angeles,CA,90045,1931,US,3105680244135,06,06037,33.97671256700,-118.37193182700,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,18,12,30,2,0,11,http://nces.ed.gov/GLOBALLOCATOR/,www.laderacareerpathsinc.com,,2010/09/08
446385,Los Angeles Music Academy,370 S Fair Oaks Ave,,Pasadena,CA,91105,,US,6265688850,06,06037,34.13929320800,-118.15011306000,9,3,3,611610,Fine Arts Schools,0,2,12,A,-2,-2,,-3,1,0,140,140,2,0,38,http://nces.ed.gov/GLOBALLOCATOR/,www.lamusicacademy.edu,,2010/09/08
446622,Walter Jay MD Institute An Educational Center,1930 Wilshire Blvd Ste 700,,Los Angeles,CA,90057,,US,2133881369,06,06037,34.05673084900,-118.27461395300,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,123,123,2,0,11,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/08
447272,Argosy University-Los Angeles,2950 31st Street,,Santa Monica,CA,90405,,US,3108664000,06,06037,34.01894000000,-118.45112000000,3,1,3,611310,"Colleges, Universities, and Professional Schools",10,1,13,A,-2,-2,,-3,1,115,192,307,2,0,17,http://nces.ed.gov/GLOBALLOCATOR/,www.argosy.edu/losangeles,,2010/01/15
447713,California Career College,7003 Owensmouth Avenue,,Canoga Park,CA,91303,2006,US,8187101310,06,06037,34.19756607600,-118.60179437000,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,135,0,135,2,0,13,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/07
447722,Palladium Technical Academy,10507 Valley Blvd Ste 806,,El Monte,CA,91731,,US,6264440880,06,06037,34.07682208500,-118.04441649500,6,2,3,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,,-3,1,0,62,62,2,0,7,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/07
447731,Palace Beauty College,1517 S Western Ave,,Los Angeles,CA,90006,,US,3237312075,06,06037,34.04473943500,-118.30949112800,9,3,3,611511,Cosmetology and Barber Schools,0,2,11,A,-2,-2,,-3,1,0,20,20,2,0,9,http://nces.ed.gov/GLOBALLOCATOR/,www.palacebeautycollege.com,,2010/09/08
447759,National Polytechnic College,6630 Telegraph Road,,Commerce,CA,90040,,US,3237289636,06,06037,33.98984124800,-118.13891412900,9,3,3,611519,Other Technical and Trade Schools,0,2,21,A,-2,-2,,-3,1,0,108,108,2,0,11,http://nces.ed.gov/GLOBALLOCATOR/,www.npcollege.edu,,2010/09/07
449366,Make-up Designory,129 S. San Fernando Blvd.,,Burbank,CA,91502,,US,8187299420,06,06037,34.18023808900,-118.30833552200,9,3,3,611519,Other Technical and Trade Schools,0,2,12,A,-2,-2,Los Angeles School of Make-up Inc.,-3,1,29,261,290,1,36,46,http://nces.ed.gov/GLOBALLOCATOR/,www.mud.edu,,2010/09/07
449375,Video Symphony EnterTraining,266 E Magnolia Blvd,,Burbank,CA,91502,,US,8185577200,06,06037,34.18394878200,-118.31146456100,9,3,3,611519,Other Technical and Trade Schools,0,2,12,A,-2,-2,Video Symphony,-3,1,65,270,335,1,70,26,http://nces.ed.gov/GLOBALLOCATOR/,www.videosymphony.com,,2010/09/07
449384,Gnomon School of Visual Effects,1015 N Cahuenga Blvd Ste 54301,,Hollywood,CA,90038,,US,323466666311,06,06037,34.09009357800,-118.32910573500,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,73,73,2,0,68,http://nces.ed.gov/GLOBALLOCATOR/,gnomonschool.com,,2010/09/07
449409,Meridian Institute,4201 Wilshire Blvd Ste 515,,Los Angeles,CA,90010,,US,3239361624,06,06037,34.06198582500,-118.31956023900,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,"Meridian Institute, Inc.",-3,1,0,30,30,2,0,11,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/08
449418,Academy of Barbering Arts,19557 Parthenia St,,Northridge,CA,91324,,US,8187759951,06,06037,34.22905742500,-118.56036538600,9,3,3,611511,Cosmetology and Barber Schools,0,2,11,A,-2,-2,,-3,1,4,89,93,2,0,2,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/08
449445,Valley College of Medical Careers,8399 Topanga Canyon Blvd Ste 200,,West Hills,CA,91304,,US,8188839002,06,06037,34.22200958900,-118.60539127400,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,95,95,2,0,12,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/08
449870,University of the West,1409 N Walnut Grove Ave,,Rosemead,CA,91770,,US,6265718811119,06,06037,34.04598458400,-118.08296376200,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,21,A,-2,-2,,-3,1,72,165,237,1,274,74,http://nces.ed.gov/GLOBALLOCATOR/,www.uwest.edu,,2010/09/08
450669,Intercoast Colleges,One Civic Plaza-Ste 110,,Carson,CA,90745,,US,3108478400,06,06037,33.83317720100,-118.25911234100,9,3,3,611519,Other Technical and Trade Schools,0,2,13,A,-2,-2,,-3,1,0,143,143,2,0,14,http://nces.ed.gov/GLOBALLOCATOR/,www.intercoastcolleges.com,,2010/09/07
450775,Newbridge College-Long Beach,3799 E. Burnett St.,,Long Beach,CA,90815,,US,5624984500,06,06037,33.80144200000,-118.14830800000,6,2,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,420,420,2,0,34,http://nces.ed.gov/GLOBALLOCATOR/,www.newbridgecollege.edu,,2010/01/15
450960,InfoTech Career College,16900 Lakewood Blvd Ste 209,,Bellflower,CA,90706,,US,5628041239,06,06037,33.88078532800,-118.14167407000,9,3,3,611519,Other Technical and Trade Schools,0,2,-3,N,-2,-2,,-3,1,0,50,50,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.infotechinst.com/,,2010/09/07
450997,Healthy Hair Academy,2648 W Imperial Hwy,,Inglewood,CA,90303,,US,3237579597,06,06037,33.92959582300,-118.32304462300,9,3,3,611511,Cosmetology and Barber Schools,0,2,-3,N,-2,-2,,-3,1,0,25,25,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/07
451006,Career College Consultants,5015 Eagle Rock Blvd Ste 302,,Los Angeles,CA,90041,,US,3232542203,06,06037,34.13760449900,-118.21493362900,9,3,3,611519,Other Technical and Trade Schools,0,2,-3,N,-2,-2,,-3,1,0,27,27,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.sticcc.com,,2010/09/08
432144,South Orange County Community College District,28000 Marguerite Pky,,Mission Viejo,CA,92692,6399,US,9495824999,06,06059,33.55185552800,-117.66532118900,0,2,1,611210,Junior Colleges,40,1,21,A,-2,-2,SOCCCD,-3,-2,0,0,0,-2,0,95,http://nces.ed.gov/GLOBALLOCATOR/,www.socccd.edu,,2010/09/08
433013,Career Networks Institute,3420 Bristol Street Suite 209,,Costa Mesa,CA,92626,0000,US,7144379697,06,06059,33.69390440000,-117.88504346600,6,2,3,611210,Junior Colleges,40,1,12,A,-2,-2,,-3,1,3,624,627,2,0,56,http://nces.ed.gov/GLOBALLOCATOR/,www.cnicollege.edu,,2010/09/07
436438,Argosy University-Orange County,"3501 West Sunflower Avenue, Suite 110",,Santa Ana,CA,92704,,US,7143386200,06,06059,33.69572100000,-117.91783200000,3,1,3,611310,"Colleges, Universities, and Professional Schools",10,1,12,A,-2,-2,,6,1,273,609,882,2,0,163,http://nces.ed.gov/GLOBALLOCATOR/,www.argosy.edu/orangecounty,,2010/01/15
437848,Westwood College-Anaheim,1551 S. Douglass Rd,,Anaheim,CA,92806,,US,7147042720,06,06059,33.80944981900,-117.87821369300,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,A,-2,-2,,6,2,140,849,989,2,0,73,http://nces.ed.gov/GLOBALLOCATOR/,www.westwood.edu,,2010/09/07
438665,Rancho Santiago Community College District Office,2323 N Broadway,,Santa Ana,CA,92706,1640,US,7144807450,06,06059,33.76733064600,-117.86826060700,0,2,1,611210,Junior Colleges,40,1,11,A,-2,-2,RSCCD,-3,-2,0,0,0,-2,0,241,http://nces.ed.gov/GLOBALLOCATOR/,www.rsccd.edu,,2010/09/08
439695,James Albert School of Cosmetology,1835 Newport Blvd Ste A102,,Costa Mesa,CA,92627,3831,US,9496420606,06,06059,33.64221213800,-117.92046029600,9,3,3,611511,Cosmetology and Barber Schools,0,2,12,A,-2,-2,,-3,1,13,30,43,2,0,18,http://nces.ed.gov/GLOBALLOCATOR/,www.jamesalbertschool.com/,,2010/09/07
441052,American Career College,1200 N. Magnolia Ave.,,Anaheim,CA,92801,0000,US,7149529066,06,06059,33.84987631700,-117.97564389100,6,2,3,611210,Junior Colleges,40,1,11,A,-2,-2,,-3,2,0,1401,1401,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.Americancareer.com,,2010/09/07
441973,The Art Institute of California-Orange County,3601 W Sunflower Ave,,Santa Ana,CA,92704,,US,7148300200,06,06059,33.69701386500,-117.91630269500,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,12,A,-2,-2,,-2,2,375,1409,1784,2,0,228,http://nces.ed.gov/GLOBALLOCATOR/,www.aicaoc.artinstitutes.edu,,2010/09/08
442240,Paul Mitchell the School-Costa Mesa,1534 Adams Ave,,Costa Mesa,CA,92626,,US,80130288011001,06,06059,33.67372592600,-117.92095128700,9,3,3,611519,Other Technical and Trade Schools,0,2,12,A,-2,-2,,-3,1,80,180,260,2,0,42,http://nces.ed.gov/GLOBALLOCATOR/,www.paulmitchelltheschool.com,,2010/09/07
446154,College of Information Technology,2701 E Chapman Ave Ste 101,,Fullerton,CA,92831,,US,7148795100,06,06059,33.87450302600,-117.88218102300,9,3,3,611519,Other Technical and Trade Schools,0,2,12,A,-2,-2,,-3,1,0,105,105,2,0,31,http://nces.ed.gov/GLOBALLOCATOR/,collegeofit.com,,2010/09/07
446561,Stanbridge College,2041 Business Ctr Dr Ste 107,,Irvine,CA,92612,,US,9497949090,06,06059,33.67887858700,-117.85763612500,6,2,3,611210,Junior Colleges,40,1,12,A,-2,-2,,-3,1,90,90,180,2,0,16,http://nces.ed.gov/GLOBALLOCATOR/,www.stanbridge.edu,,2010/09/07
449436,Athena Education Corporation,1720 E Garry Ave Ste 101,,Santa Ana,CA,92705,,US,9492221033,06,06059,33.70499133900,-117.85369435400,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,dba Career College of California,-3,1,0,15,15,2,0,6,http://nces.ed.gov/GLOBALLOCATOR/,www.career-college.net,,2010/09/08
450012,ATI College-SantaAna,"1125 East 17th Street, suite N251",,Santa Ana,CA,92701,,US,7147307080,06,06059,33.76226377800,-117.85481811800,9,3,3,611519,Other Technical and Trade Schools,0,2,13,A,-2,-2,,-3,1,13,41,54,2,0,10,http://nces.ed.gov/GLOBALLOCATOR/,www.ati.edu,,2010/09/08
450979,TUI University,"5665 Plaza Dr, 3rd fl",,Cypress,CA,90630,,US,8003759878,06,06059,33.80524424200,-118.03475932000,3,1,3,611310,"Colleges, Universities, and Professional Schools",10,1,-3,N,-2,-2,,-3,3,5363,2838,8201,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.tuiu.edu,,2010/09/07
450988,Coastline Beauty College,10840 Warner Ave. Suite 207,,Fountain Valley,CA,92708,,US,7149634000,06,06059,33.71540778800,-117.94019528000,9,3,3,611511,Cosmetology and Barber Schools,0,2,-3,N,-2,-2,,-3,1,48,118,166,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,www.coastlinebeautycollege.com,,2010/09/07
454281,James Albert School of Cosmetology,2289 W Ball Rd,,Anaheim,CA,92804,,US,7147748736,06,06059,33.81841225700,-117.96294814800,9,3,3,611511,Cosmetology and Barber Schools,0,2,12,R,-2,-2,,-3,1,7,45,52,2,0,0,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/07
422835,American College of Health Professions,11870 Pierce St.,,Riverside,CA,92505,,US,9516376900,06,06065,33.90048711900,-117.49380809900,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,12,12,2,0,9,http://nces.ed.gov/GLOBALLOCATOR/,,,2010/09/08
432302,Kaplan College-Riverside,4040  Vine Street,,Riverside,CA,92507,0000,US,9512761704,06,06065,33.97689479200,-117.36977691100,9,3,3,611519,Other Technical and Trade Schools,0,2,11,A,-2,-2,,-3,1,0,678,678,2,0,47,http://nces.ed.gov/GLOBALLOCATOR/,www.kaplan.com,,2010/09/08
